domain,1CSE_G1,2CSE_G1,4CSE_G1,8CSE_G1,64CSE_G1,1CSE_G2,2CSE_G2,4CSE_G2,8CSE_G2,64CSE_G2,id,cluster,genes,DnaBinding,DnaBinding_each
chr2_10560000_11360000,1.495689223,1.496274625,0.998694632,0.76571521,0.081882138,0.406279896,0.328179609,0.495838128,0.729861504,0.243172296,2303,2,Sfmbt2; Gm18547; Gm13265; Gm13263; Gm37343; Gm23877; Gm13264; Gm26478; Gm13297; Gm13294; Prkcq; Gm36932; Gm37520; Gm37766; Gm38171; Gm37851; 8030442B05Rik; Gm13293,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_13280000_13920000,0.218951928,0.556824035,1.145517882,1.474430081,1.487380396,1.094510735,1.125658367,1.112983831,1.014343897,0.44183243,2312,2,Gm13270; Cubn; Trdmt1; Vim; St8sia6; Gm37126; Hacd1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_20400000_20840000,0.14441841,0.686132244,0.987573489,0.838834685,1.927307042,0.404113967,0.451378347,1.397396317,1.605877131,1.208513783,2333,2,Etl4; Gm13335; Gm27446; Gm13362,0,FALSE; FALSE; FALSE; FALSE
chr2_35520000_35960000,0.615226346,0.959859705,0.80231467,1.085386931,0.847970142,1.242783008,1.110985152,1.011224847,1.42859299,1.210353237,2359,2,Gm13446; Dab2ip; Ttll11; Gm43760; 9030204H09Rik; Gm10829,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_49800000_50680000,0.345395128,0.598028284,0.964415931,1.024240499,0.416444295,0.660330303,0.856622525,0.383892197,0.353009699,0.242988383,2372,2,Lypd6b; Gm13480; Gm25223; Lypd6; Mmadhc; Gm13483; BX649293.1; Gm13486; Gm13488; Gm13487; Gm13485; Gm13484,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_58960000_59440000,0.702886727,0.74751042,1.255149647,1.185432905,1.066421401,0.241793543,0.383726023,0.844061232,1.048046909,1.026953752,2393,2,Ccdc148; Gm13550; Pkp4; 5330411J11Rik; Gm13551; Gm13549,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_60440000_61480000,1.357511964,1.348863958,0.773765388,0.489951051,0.316080539,0.594310609,0.239289655,0.150283389,0.575380257,0.544480895,2397,2,Pla2r1; Gm13583; Gm13566; Gm13567; Itgb6; Rbms1; Gm13582; Gm13579; Gm13581; Gm26422,1,FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE
chr2_68720000_69600000,0.285818461,0.862089686,0.95972565,1.500587088,0.752438205,0.343081953,0.619677154,0.522458183,0.576459571,0.45907092,2418,2,4932414N04Rik; Gm36231; Gm13612; Cers6; Gm37159; Gm38236; Gm37651; Gm37747; Gm37666; Gm38377; Nostrin; Spc25; G6pc2; Abcb11; Gm13613; Gm13614; Dhrs9; Lrp2,2,FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_73920000_74680000,0.554305878,0.642961817,0.500316966,0.56661528,0.426887272,0.439597795,0.421900084,0.565583248,0.443089095,0.444422203,2435,2,Gm13668; A630050E04Rik; Gm28640; Gm13667; 4930441J16Rik; Lnpk; 4930445N08Rik; Mrpl23-ps1; Gm22975; Gm13672; Evx2; Hoxd13; Hoxd12; Hoxd11,4,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; TRUE; TRUE; TRUE
chr2_73960000_74440000,1.45156304,1.464217401,1.054294921,0.456994447,0.444050891,0.718493273,0.892439289,0.912241021,0.534610501,0.356148649,2436,2,Gm13668; A630050E04Rik; Gm28640; Gm13667; 4930441J16Rik,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr2_76680000_77360000,0.693248633,0.505389421,0.725092648,0.845567741,0.536523955,0.279609723,0.486966323,0.467205937,0.417898962,0.318380143,2446,2,Plekha3; Ttn; Gm13938; Ccdc141; Gm44360; Sestd1; Gm13650; Gm13651; Gm13943; Gm13649,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_92680000_93120000,0.510588238,0.990688927,0.581522071,-0.036533663,-0.116788241,0.643678026,0.938765604,0.884398286,0.867315608,0.674378425,2460,2,Gm13816; Gm13791; Gm13792; Syt13; Prdm11; 4631405J19Rik; Gm13802,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_93200000_93640000,0.461840471,0.994047712,0.637055625,-0.137272632,0.172537294,0.911607223,0.982729332,1.291438376,1.438160064,0.81407159,2462,2,Trp53i11; Tspan18; Gm23380; Gm13807; Cd82; Mir7001; Gm10804; Gm10803,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_102480000_103000000,1.905658537,2.435156368,1.510446484,0.829028802,0.304184987,0.759260616,1.544062893,1.324903425,0.941049665,0.817248627,2475,2,Pamr1; Slc1a2; Gm13872; Cd44; Gm23731,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr2_102640000_103440000,0.918618856,0.975060009,1.2579642,0.827941767,0.553124487,0.709837579,1.198196685,1.238942019,1.185284479,1.441619884,2477,2,Pamr1; Slc1a2; Gm13872; Cd44; Gm23731; Pdhx; Apip; Gm10038; Gm13874; Gm13869; Gm13873; Ehf; A930006I01Rik; Gm37220; BC016548; Elf5,2,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; TRUE
chr2_132960000_134000000,0.375963369,0.790542487,0.77834245,0.731715694,0.517333112,0.657852127,0.492800178,0.176110513,0.592612443,0.508128778,2534,2,Gm14101; Gm25704; Gm14103; Gm14094; Gm27449; A430048G15Rik; Gm14100; Bmp2; Mir3090; Gm25258,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_148120000_148720000,1.203049331,0.844409053,0.715522247,0.461923465,0.481999332,0.561544649,0.476396069,0.748615077,0.697577551,0.285060349,2578,2,Gm24221; Sstr4; Thbd; Gm14119; Cd93; Gm14120; Gm25866; Nxt1; Gzf1; Napb,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE
chr2_158680000_159200000,0.885771871,1.363288404,1.189013452,1.248015311,0.217143763,0.50757564,0.647372612,0.838759539,0.929517995,0.253177257,2591,2,Ppp1r16b; Gm26141; Fam83d; Dhx35; Gm44319; Gm25090,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_158760000_159440000,0.695166152,0.928142721,0.812289727,0.74686609,-0.030097304,0.898170504,0.729463776,0.69518885,0.779990102,0.126467307,2592,2,Ppp1r16b; Fam83d; Dhx35; Gm44319; Gm25090,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr2_160880000_162880000,0.740145998,0.48653345,0.906354499,1.144528055,0.551011097,0.227943512,0.506783601,0.495904524,0.604960621,0.40233263,2597,2,Gm16751; Lpin3; Emilin3; Gm14228; Chd6; Gm25561; Gm45447; Gm14243; Gm14242; Gm5270; Gm11448; Gm14241; Gm11449; Gm29229; Ptprt; Ptprtos; 9430021M05Rik; Gm14246; Gm22936; Gm11450; Gm24478; Gm14255,1,FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_161960000_162880000,1.111188865,0.809494041,0.909135951,0.666486718,0.260920056,0.531107927,0.678661111,0.56598228,0.354253209,0.128343033,2600,2,Ptprt; Ptprtos; 9430021M05Rik; Gm14246; Gm22936; Gm11450; Gm24478; Gm14255,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_164920000_165360000,0.399201009,0.581808492,1.176154989,1.185057547,0.750174696,1.196793477,0.643853723,1.262703146,1.427136918,1.284188569,2605,2,Mmp9; Slc12a5; Ncoa5; Cd40; 1700025C18Rik; Cdh22; Gm14397; Gm25569; Slc35c2; Elmo2; Zfp663,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_166080000_166560000,0.740030603,1.605251517,1.757201473,2.175733133,2.022438524,0.715960929,1.501930511,2.229421591,1.582086673,1.703329905,2609,2,Sulf2; Gm22687; Gm11466; Gm11467; Gm11468; Gm14268; 5031425F14Rik; Gm14267,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_169040000_170040000,1.456195254,1.749791694,1.70108288,1.359660532,1.093774918,0.542278293,0.779361854,1.219140676,1.170606711,0.754455779,2613,2,Gm26469; Gm14258; 9430093N23Rik; Gm14250; 4930529I22Rik; Gm14249; Gm11011; Gm34294; Tshz2; Gm26883; AY702102,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE
chr2_169080000_169720000,2.202236157,2.548882783,1.633899224,0.976116442,0.642205907,0.947673487,0.897276739,1.302496049,0.859420213,0.637499849,2614,2,Gm14258; 9430093N23Rik; Gm14250; 4930529I22Rik; Gm14249; Gm11011; Gm34294; Tshz2; Gm26883,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE
chr2_170400000_170880000,0.68128084,1.265727866,1.292640449,0.671862273,0.656504492,0.607462124,0.325477044,0.848125042,0.963348769,0.775491701,2616,2,Bcas1; Bcas1os1; Gm14269; Cyp24a1; Pfdn4; Gm16796; Gm14637; 4930470P17Rik; Gm14264; Dok5,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_170760000_171400000,1.179307129,1.545587639,0.471875062,0.085722267,-0.12484904,0.296346225,0.541678661,0.533774022,0.218363444,0.654777032,2617,2,Dok5; Gm14263; Gm14266; Gm14640; 1700007M16Rik; Gm26489,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_171680000_172200000,0.228657289,0.867029851,1.334596929,0.487054451,0.885932903,1.050231132,0.727128627,0.989610663,1.537452482,1.06059174,2619,2,1700028P15Rik; Gm14272; Gm14641; Cbln4; Gm14271; Gm14274; Gm44301,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr2_173120000_173560000,0.812817391,1.069140344,1.040473301,0.547205726,0.95163541,0.656157478,0.488473718,1.107178846,1.492673187,1.033265464,2623,2,Ctcflos; Pck1; Zbp1; Pmepa1; Pmepa1os; Gm14642; 1700021F07Rik,1,FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE
chr3_41120000_41600000,1.44575271,0.749925384,0.908923678,0.69806525,0.385516935,0.295809376,0.321416172,0.935348229,1.219090779,1.481391392,2687,2,Gm40038; Gm16508; 1700052H01Rik; Gm25487; Gm40040; Platr4; Gm6069; 2400006E01Rik; Jade1; Gm31266,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_85000000_85520000,1.615037472,1.949193461,1.65525867,0.962986274,0.814181826,0.858247559,0.899263896,1.141909242,1.371086246,1.356870832,2761,2,Gm37240; Gm38041; Gm38313; 1700036G14Rik; Gm42813; Gm45790; Mir466k,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_89480000_89920000,0.730927368,0.6111433,1.131876578,1.3047022,1.369374809,0.655675756,0.528822662,1.015177913,1.731850002,1.363771181,2769,2,Kcnn3; Adar; Chrnb2; 4632404H12Rik; Ube2q1; Gm8969; She; Il6ra; Gm42809,1,FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_121160000_121840000,0.157556696,0.424577979,0.611814306,1.478978512,1.961914174,0.254319109,0.081070417,1.381397783,1.42728822,1.48362273,2820,2,Rwdd3; Gm10652; Gm5710; Tmem56; Gm9353; Gm30517; Alg14; Gm26027; Gm5711; Gm42928; Cnn3; Gm42929; Slc44a3; A530020G20Rik; A730020M07Rik; 4930432M17Rik; Gm43608; Gm43607; Gm43823; F3; Gm42777; Abcd3; Gm43609; 4633401B06Rik; Gm42776,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_129240000_129800000,0.289821681,0.503648791,1.139880946,1.1206326,1.894370878,0.624860433,0.245322308,0.745101587,1.360535022,1.877153991,2845,2,Enpep; Gm42628; Gm42629; Gm42630; Gm5712; Rpl7a-ps7; Gm35986; Elovl6; Gm43072; Egf; Gm24515; Gm42697; Gm42650; 6330410L21Rik; Lrit3,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_136920000_137760000,0.475981056,0.755132882,0.57953549,0.642435647,0.509494976,0.269005698,0.457363139,0.453562899,0.549783473,0.682608449,2866,2,Ppp3ca; Gm43357; Gm9409; Gm43356; Gm26107; Gm567; Emcn; Gm4861; Gm22468; Ddit4l; Gm30946; Gm21962; Gm42610; Gm25080,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_55440000_56160000,1.681251007,0.980826906,1.059441199,1.348637995,0.940345756,0.696380258,0.56482957,1.183912094,1.181140436,1.214982839,2986,2,Gm12510; Gm22150; Gm12507; Klf4; Gm12511; Gm12506; Gm12519,1,FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE
chr4_55640000_56640000,1.245104846,0.86193507,0.800412801,1.178145083,0.676314193,0.599572539,1.109470331,0.901837308,1.188549831,0.895179431,2987,2,Gm12519; Gm12520; 2310081O03Rik; Gm12518,0,FALSE; FALSE; FALSE; FALSE
chr4_56160000_56800000,1.234309909,0.705024591,0.374153034,0.685159618,0.182341881,0.322817681,0.39405685,0.361123941,0.405810265,0.340103738,2988,2,Gm12520; 2310081O03Rik; Gm12518; Gm26144; Actl7b; Gm26657; Actl7a; Ikbkap; Gm22952,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_57640000_58080000,0.362809005,0.853870315,1.149773578,0.817272126,1.212296939,0.243899441,0.906964219,1.189768191,1.222081764,1.215275471,2994,2,Palm2; Pakap; Akap2; Gm12526; Gm24277; Gm26138; D630039A03Rik; Txn1; Txndc8; Svep1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_57640000_58320000,0.542078475,0.570658526,0.845970265,0.538604563,0.661064634,0.296787787,0.313507532,0.657257043,0.619824055,0.523338499,2995,2,Palm2; Pakap; Akap2; Gm12526; Gm24277; Gm26138; D630039A03Rik; Txn1; Txndc8; Svep1; Gm26889; Musk,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_63120000_63960000,0.950776068,0.715655355,0.905316427,0.571344554,0.494978843,0.580244523,0.496879053,0.595366197,0.730589871,0.575890869,2999,2,Zfp618; Ambp; Kif12; Col27a1; Mir455; Orm1; Gm11212; Orm3; Orm2; Akna; Aknaos; Whrn; Atp6v1g1; Tmem268; Gm11483; Gm24448; Gm11213; Tex48; Gm24234; Gm11482; Gm11214; Tnfsf15; Tnfsf8; Rpl17-ps4; Tnc,2,TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_63400000_63960000,1.127012376,0.559637929,0.703015397,0.382300874,0.530876221,0.873502702,0.478915804,0.710447377,0.673697908,0.746049952,3000,2,Akna; Whrn; Atp6v1g1; Tmem268; Gm11483; Gm24448; Gm11213; Tex48; Gm24234; Gm11482; Gm11214; Tnfsf15; Tnfsf8; Rpl17-ps4; Tnc,1,TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_94080000_94560000,0.916779144,0.615238524,1.01678216,1.076162968,0.424854354,0.743428521,0.843326681,0.880371754,1.491227038,0.896153337,3051,2,Gm12648; Gm23836; Gm12654; Gm26410; Gm12655; Gm22804; Gm12656; Caap1; Gm10306,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_103480000_104360000,0.783194019,0.556439631,0.548734851,0.96153988,0.181702494,0.807506523,0.816176646,0.365769042,0.352056489,0.146098721,3082,2,Gm12718; Gm12720; Gm12716; Gm12715; Gm22801; Gm25877; Dab1; Gm12719; Gm12717,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_105760000_106200000,1.767025715,1.564186527,1.611212509,0.631561557,0.574859187,0.802124978,0.900409336,0.626200676,0.482091226,0.566182724,3090,2,Gm12728; Gm24363; Gm12729; Gm12727; Gm26047; Gm26047; Hspd1-ps4,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_114320000_115040000,0.934309126,0.98275941,0.83854554,0.547788018,0.120955219,0.669316014,0.560252903,0.743452457,0.861636865,0.1612643,3104,2,Trabd2b; Gm28864; Gm12829; 9130410C08Rik; Gm12830; Gm23230; Foxd2; Foxd2os; Foxe3; Cmpk1; Gm24045; Stil,2,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; TRUE; FALSE; FALSE; FALSE
chr4_124200000_124680000,1.00974428,1.565347659,1.449088224,1.020503385,1.087362138,0.41298147,0.860751535,1.584895553,1.646043153,0.736702172,3118,2,Gm37667; Gm12916; 1700021L23Rik; 4933435F18Rik; Gm22983; 1700057H15Rik; Gm2164; 4933407E24Rik; 3100002H09Rik; Pou3f1; Utp11,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE
chr4_125120000_126000000,1.139553548,1.349867156,2.120111649,1.870212155,1.394049211,0.701749079,0.8197511,1.679228581,2.031485446,1.552668254,3120,2,Zc3h12a; 1700041M05Rik; Grik3; Ftl2; Mir692-2; 2610028E06Rik,1,TRUE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_125520000_126120000,0.819146406,0.639890387,1.00797755,0.889061604,0.786571829,1.010835407,0.639581039,1.220331354,1.39363002,0.91055286,3121,2,Grik3; 2610028E06Rik; Csf3r; Mrps15; Oscp1; Rpl28-ps3; Lsm10; Stk40,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_127360000_128400000,1.07809028,1.632937466,1.198121611,0.741350859,0.948009563,0.498010786,1.086032,1.231968761,1.048243248,0.819814131,3126,2,Gm12947; 4930471C06Rik; 1700080G11Rik; A630031M04Rik; 1700112K13Rik; CK137956; Csmd2; Csmd2os; Hmgb4; Hmgb4os,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE
chr4_127800000_128560000,1.147538579,1.617881179,0.843546057,0.470326813,0.580944696,0.593538614,1.205651068,1.070243891,1.305826783,0.724041734,3127,2,1700112K13Rik; CK137956; Csmd2; Csmd2os; Hmgb4; Hmgb4os,1,FALSE; FALSE; FALSE; FALSE; TRUE; FALSE
chr4_130920000_131560000,0.574354222,1.147687933,1.426311193,1.316168759,0.216928533,1.047509296,1.143079055,1.466181649,1.520419921,0.807159895,3134,2,Laptm5; Matn1; Gm12973; A930031H19Rik; Gm25261; Gm831,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_131200000_131840000,1.212142929,1.396420423,1.62517164,1.487981631,0.629449478,0.943639226,0.788873555,1.546461744,1.792777547,0.879671422,3135,2,Gm25261; Gm831; Gm12962; Gm16080; Ptpru,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr4_140120000_140560000,1.070467445,1.367193525,0.468516858,1.282262364,0.672842654,1.235055485,1.322264692,1.079136551,1.58111566,0.609475319,3147,2,Igsf21; Gm13027; Gm13029; Gm9867; Gm13016; Gm13017; Gm13021; Gm13026; Arhgef10l,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_151160000_151680000,1.32092653,2.137817462,1.343863514,0.566827379,0.368673759,0.91399231,1.025957566,1.528579704,1.417915798,0.672169174,3164,2,Camta1; 4930589P08Rik,1,TRUE; FALSE
chr4_151480000_151920000,1.017986994,0.802605233,0.624538967,0.385349849,0.519494059,0.657967341,0.637718804,1.147305116,1.194073235,0.300912652,3165,2,Camta1; Gm37141,1,TRUE; FALSE
chr4_152520000_153160000,0.718720028,1.126529207,1.609635213,0.182954992,0.101449379,0.632470255,0.947047114,1.201801992,1.343687351,0.204134872,3168,2,Nphp4; Gm13172; Gm833; Gm25779; Gm13173,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr4_152520000_153480000,0.581521209,1.7306653,1.474059768,0.634141286,0.384096049,0.418320489,1.020019064,1.279617062,1.610559714,0.420419153,3169,2,Nphp4; Gm13172; Gm833; Gm25779; Gm13173; Gm13174; Ajap1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_153160000_153880000,0.776379325,1.060119014,1.100214875,0.562617756,0.64534877,0.880607374,1.345280406,1.174423464,1.376703725,0.841818503,3171,2,Gm13174; Ajap1; Gm25880,0,FALSE; FALSE; FALSE
chr5_26640000_27760000,0.756749205,0.694038217,1.651481064,1.47689801,0.525431,0.276382908,0.85706473,0.59924798,0.470227206,0.239808445,3208,2,Dpp6; Gm29784; Gm16056; Gm16057; Gm43776; Gm43502; Speer4b; Gm16058; Paxip1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_35120000_35560000,1.25386998,1.338269173,1.066812861,1.34866992,0.616125437,0.552823042,0.682887773,1.304498791,1.086038508,0.664534571,3228,2,Adra2c; 4930478P22Rik; E130018O15Rik; Hmx1; 4930442P19Rik; Gm43377; Cpz; Gm43860; Plk-ps1; Trmt44,1,FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_35560000_36000000,0.824999582,0.855893734,0.365981708,1.23966749,1.119178884,0.447960618,0.888403665,0.823542183,1.519724328,0.884870762,3229,2,Trmt44; 4931431C16Rik; Acox3; Htra3; Sh3tc1; Gm15650; Ablim2; Afap1; H2af-ps,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_37280000_37800000,1.237626555,0.992942572,1.089733335,0.951922479,0.147520182,0.474442424,0.422412204,0.864055984,0.58345961,0.148796086,3236,2,Crmp1; Evc; Gm42935; Evc2; Gm15732; Stk32b; Cytl1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_38640000_39480000,1.682601739,1.478603755,0.654567856,0.540888979,0.163129882,0.673844579,0.809762817,0.175259508,0.589258137,0.581176829,3239,2,Zfp518b; Gm22779; Clnk; Clnkos; Gm42857; Gm40293; Gm40292; Gm43456; Gm25505; Gm5291; 4930421C12Rik; Gm42524; 4930513D17Rik,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_43840000_44280000,0.915249999,1.103279387,0.617941556,1.027214488,1.018198815,0.430212741,0.42314113,0.767076664,1.416346911,0.732719732,3253,2,Bst1; Cd38; Gm16014; Gm16015; Gm7879; Gm7882; Gm5292; Gm43183; Gm43184; Fgfbp1; Prom1; Gm42716; Gm16401; Gm42966; Gm42429; Gm42428; Gm42427; Tapt1; E430021H15Rik; Gm42982; Gm42983; Gm42984,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_53280000_53720000,0.301709973,0.374364376,0.978045918,1.022538357,1.764042161,0.62176396,0.222367849,1.207791483,1.755564607,1.87641842,3279,2,Gm45495; n-R5s172; Gm42745; Gm26486; Rbpj; Gm10441; Gm40304; Cckar,1,FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE
chr5_64280000_64880000,0.652410317,0.539237775,0.388396142,0.858926414,1.424592034,0.32091982,0.611732119,1.225910374,1.503230437,1.88630357,3289,2,Tbc1d1; Gm6044; Gm43838; Gm43837; Gm31363; 1700027F09Rik; 4930526M16Rik; C030018K13Rik; Gm43836; Gm43835; Gm42566; Gm3716; Gm42564; Gm42565; Gm25306; Gm26761; Gm20033; Klf3; C230096K16Rik,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE
chr5_73400000_73840000,1.130098554,1.286181244,0.42062393,0.655343004,0.547121133,0.108352299,0.538682346,0.972475752,0.849147579,0.535898282,3318,2,Cwh43; Gm43798; Gm15653; Dcun1d4; Lrrc66; Sgcb; Gm43799; Spata18,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_75200000_75840000,0.579932201,1.340128126,1.689169337,1.221302272,1.060805031,0.611362042,0.823349161,1.30910338,1.518287953,1.949374523,3329,2,Gm42799; Gm18345; Gm22084; Gm42800; Gm24502; Kit; Gm43101; Gm43102; Gm43100; Gm19590,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_75200000_76120000,0.672751952,1.206767101,1.392673217,1.020689081,0.994200955,0.368989276,0.881759129,0.981055419,1.203121103,1.434106199,3330,2,Gm42799; Gm18345; Gm22084; Gm42800; Gm24502; Kit; Gm43101; Gm43102; Gm43100; Gm19590; Gm38180; Gm28865; Gm25374; Kdr; Gm24738; Gm32780; Gm6051,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_75400000_75840000,0.755230352,1.399907568,1.908585924,1.096071556,0.829310347,1.140023891,0.902094419,1.389833607,1.251744975,1.409766407,3332,2,Gm24502; Kit; Gm43101; Gm43102; Gm43100; Gm19590,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_75720000_76160000,1.314790709,1.410143209,1.272223916,0.977663457,0.847241388,0.486388964,0.687775697,0.843780319,0.906292245,0.573409857,3333,2,Gm43101; Gm43102; Gm43100; Gm19590; Gm38180; Gm28865; Gm25374; Kdr; Gm24738; Gm32780; Gm6051; Srd5a3,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
